property_id,user_id,rent_approval_date,block,street_name,building,postal,town,flat_type,monthly_rent,latitude,longtitude,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing,is_visible,is_approved,property_name,property_description,created_at,gender,approval_document_url
6419,1,2023-07-08 11:02:14,275C,COMPASSVALE LINK,ASPELLA,543275,SENGKANG,4-ROOM,3600,1.38323915,103.8939599,3,101.6042432,35.4315911,1995-10-23,10,fully furnished,3 years,no,1,1,"4-ROOM @ ASPELLA, ONLY $3600/month",Interested individuals can contact me!,2023-07-08 07:02:14,female,approval_letter.pdf
6420,1,2021-04-06 08:14:37,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,1700,1.452882396,103.8214319,3,98.8101302,17.20471369,2017-08-06,12,partially furnished,2 years,yes,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $1700/month",Interested individuals can contact me!,2021-04-06 04:14:37,female,approval_letter.pdf
6421,1,2021-08-12 16:33:22,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,2400,1.452882396,103.8214319,3,97.24225283,24.68062936,2017-08-04,8,fully furnished,1 year,yes,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $2400/month",Interested individuals can contact me!,2021-08-12 12:33:22,mixed,approval_letter.pdf
6422,1,2021-08-17 22:55:12,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,1800,1.452882396,103.8214319,3,101.5811807,17.71981766,2017-10-01,8,fully furnished,flexible,yes,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $1800/month",Interested individuals can contact me!,2021-08-17 18:55:12,mixed,approval_letter.pdf
6423,1,2021-09-06 12:15:08,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,1800,1.452882396,103.8214319,3,101.0988104,17.80436381,2017-07-14,14,not furnished,3 years,yes,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $1800/month",Interested individuals can contact me!,2021-09-06 08:15:08,mixed,approval_letter.pdf
6424,1,2022-03-10 23:13:34,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,1800,1.452882396,103.8214319,3,102.2668281,17.60101525,2017-02-08,7,not furnished,1 year,yes,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $1800/month",Interested individuals can contact me!,2022-03-10 19:13:34,male,approval_letter.pdf
6425,1,2022-05-19 14:16:06,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,1700,1.452882396,103.8214319,3,97.41876134,17.45043744,2017-08-13,15,fully furnished,flexible,yes,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $1700/month",Interested individuals can contact me!,2022-05-19 10:16:06,male,approval_letter.pdf
6426,1,2023-07-20 17:34:25,508C,WELLINGTON CIRCLE,WELLINGTON VIEW,753508,SEMBAWANG,4-ROOM,1800,1.452882396,103.8214319,3,89.63988651,20.08034671,2017-09-06,4,fully furnished,short term,no,1,1,"4-ROOM @ WELLINGTON VIEW, ONLY $1800/month",Interested individuals can contact me!,2023-07-20 13:34:25,mixed,approval_letter.pdf
6427,1,2021-04-13 14:50:28,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,1450,1.441925602,103.7781584,2,61.9658663,23.39997948,1985-03-10,14,partially furnished,3 years,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $1450/month",Interested individuals can contact me!,2021-04-13 10:50:28,female,approval_letter.pdf
6428,1,2021-04-01 06:33:38,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,1600,1.441925602,103.7781584,2,62.94009249,25.42099855,1985-05-26,2,not furnished,2 years,yes,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $1600/month",Interested individuals can contact me!,2021-04-01 02:33:38,female,approval_letter.pdf
6429,1,2021-06-21 20:06:36,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,1800,1.441925602,103.7781584,2,63.95538617,28.14461936,1985-01-08,2,not furnished,flexible,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $1800/month",Interested individuals can contact me!,2021-06-21 16:06:36,male,approval_letter.pdf
6430,1,2021-06-10 03:50:21,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2000,1.441925602,103.7781584,2,64.35644094,31.07692052,1985-10-22,13,partially furnished,flexible,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2000/month",Interested individuals can contact me!,2021-06-09 23:50:21,mixed,approval_letter.pdf
6431,1,2021-11-02 05:05:19,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,1300,1.441925602,103.7781584,2,62.81997784,20.69405378,1985-08-13,3,fully furnished,short term,yes,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $1300/month",Interested individuals can contact me!,2021-11-02 01:05:19,female,approval_letter.pdf
6432,1,2021-12-02 17:17:27,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,1600,1.441925602,103.7781584,2,63.96261807,25.01461085,1985-12-06,8,not furnished,2 years,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $1600/month",Interested individuals can contact me!,2021-12-02 13:17:27,mixed,approval_letter.pdf
6433,1,2022-04-12 11:08:47,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,1500,1.441925602,103.7781584,2,63.42384197,23.65041211,1985-03-16,13,partially furnished,short term,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $1500/month",Interested individuals can contact me!,2022-04-12 07:08:47,mixed,approval_letter.pdf
6434,1,2022-10-08 01:04:23,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2300,1.441925602,103.7781584,2,63.75367784,36.07635007,1985-05-12,13,fully furnished,short term,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2300/month",Interested individuals can contact me!,2022-10-07 21:04:23,female,approval_letter.pdf
6435,1,2022-10-16 07:57:20,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2500,1.441925602,103.7781584,2,62.74506689,39.84376978,1985-06-03,12,partially furnished,3 years,yes,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2500/month",Interested individuals can contact me!,2022-10-16 03:57:20,male,approval_letter.pdf
6436,1,2022-12-27 15:37:27,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2500,1.441925602,103.7781584,2,62.60771,39.93118419,1985-05-17,6,fully furnished,1 year,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2500/month",Interested individuals can contact me!,2022-12-27 11:37:27,mixed,approval_letter.pdf
6437,1,2023-02-05 19:58:47,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2700,1.441925602,103.7781584,2,64.35638563,41.95387875,1985-02-21,14,not furnished,3 years,yes,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2700/month",Interested individuals can contact me!,2023-02-05 15:58:47,female,approval_letter.pdf
6438,1,2023-07-18 17:53:16,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2900,1.441925602,103.7781584,2,62.30073524,46.54840732,1985-10-24,7,partially furnished,1 year,no,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2900/month",Interested individuals can contact me!,2023-07-18 13:53:16,mixed,approval_letter.pdf
6439,1,2023-08-21 01:47:34,15,MARSILING LANE,MARSILING GARDENS,730015,WOODLANDS,3-ROOM,2600,1.441925602,103.7781584,2,62.92425327,41.31952093,1985-11-11,2,fully furnished,1 year,yes,1,1,"3-ROOM @ MARSILING GARDENS, ONLY $2600/month",Interested individuals can contact me!,2023-08-20 21:47:34,female,approval_letter.pdf
6440,1,2021-04-26 18:16:41,217D,SUMANG WALK,MATILDA PORTICO,824217,PUNGGOL,5-ROOM,2600,1.402049858,103.8961662,3,122.0481252,21.30307201,1988-05-13,13,not furnished,1 year,yes,1,1,"5-ROOM @ MATILDA PORTICO, ONLY $2600/month",Interested individuals can contact me!,2021-04-26 14:16:41,male,approval_letter.pdf
6441,1,2021-08-20 19:26:05,217D,SUMANG WALK,MATILDA PORTICO,824217,PUNGGOL,5-ROOM,2300,1.402049858,103.8961662,3,116.4350091,19.753509,1988-10-03,14,not furnished,1 year,no,1,1,"5-ROOM @ MATILDA PORTICO, ONLY $2300/month",Interested individuals can contact me!,2021-08-20 15:26:05,male,approval_letter.pdf
6442,1,2023-01-24 19:19:55,217D,SUMANG WALK,MATILDA PORTICO,824217,PUNGGOL,4-ROOM,3900,1.402049858,103.8961662,3,97.20201677,40.1226243,1988-07-24,13,partially furnished,flexible,no,1,1,"4-ROOM @ MATILDA PORTICO, ONLY $3900/month",Interested individuals can contact me!,2023-01-24 15:19:55,female,approval_letter.pdf
6443,1,2023-04-03 00:07:04,217D,SUMANG WALK,MATILDA PORTICO,824217,PUNGGOL,5-ROOM,2950,1.402049858,103.8961662,3,120.7558785,24.42945252,1988-06-12,13,not furnished,1 year,yes,1,1,"5-ROOM @ MATILDA PORTICO, ONLY $2950/month",Interested individuals can contact me!,2023-04-02 20:07:04,mixed,approval_letter.pdf
6444,1,2023-07-07 23:28:02,217D,SUMANG WALK,MATILDA PORTICO,824217,PUNGGOL,5-ROOM,3200,1.402049858,103.8961662,3,122.1959613,26.18744487,1988-04-16,5,not furnished,flexible,yes,1,1,"5-ROOM @ MATILDA PORTICO, ONLY $3200/month",Interested individuals can contact me!,2023-07-07 19:28:02,female,approval_letter.pdf
6445,1,2021-04-21 18:34:06,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,2200,1.396608862,103.9053038,3,118.2768517,18.60042746,2010-05-27,8,not furnished,2 years,yes,1,1,"5-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2021-04-21 14:34:06,male,approval_letter.pdf
6446,1,2021-05-04 10:05:47,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,2400,1.396608862,103.9053038,3,119.8943256,20.01762793,2010-03-04,14,fully furnished,1 year,yes,1,1,"5-ROOM @ NIL, ONLY $2400/month",Interested individuals can contact me!,2021-05-04 06:05:47,female,approval_letter.pdf
6447,1,2021-08-07 14:22:59,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,4-ROOM,1800,1.396608862,103.9053038,3,99.2771475,18.13106083,2010-06-02,4,not furnished,short term,yes,1,1,"4-ROOM @ NIL, ONLY $1800/month",Interested individuals can contact me!,2021-08-07 10:22:59,mixed,approval_letter.pdf
6448,1,2021-09-07 14:50:40,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,2200,1.396608862,103.9053038,3,118.0315221,18.63908861,2010-01-05,2,fully furnished,2 years,yes,1,1,"5-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2021-09-07 10:50:40,male,approval_letter.pdf
6449,1,2022-01-25 11:02:27,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,4-ROOM,1900,1.396608862,103.9053038,3,99.78983846,19.04001479,2010-10-14,8,fully furnished,short term,no,1,1,"4-ROOM @ NIL, ONLY $1900/month",Interested individuals can contact me!,2022-01-25 07:02:27,mixed,approval_letter.pdf
6450,1,2022-02-09 13:44:55,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,2200,1.396608862,103.9053038,3,122.8423142,17.90913835,2010-07-18,11,not furnished,1 year,yes,1,1,"5-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2022-02-09 09:44:55,mixed,approval_letter.pdf
6451,1,2022-08-01 13:45:36,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,4-ROOM,2200,1.396608862,103.9053038,3,91.79674778,23.96599066,2010-08-26,3,not furnished,3 years,yes,1,1,"4-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2022-08-01 09:45:36,male,approval_letter.pdf
6452,1,2022-11-18 09:15:30,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,3888,1.396608862,103.9053038,3,117.8006452,33.0049126,2010-12-02,7,fully furnished,2 years,no,1,1,"5-ROOM @ NIL, ONLY $3888/month",Interested individuals can contact me!,2022-11-18 05:15:30,mixed,approval_letter.pdf
6453,1,2023-03-13 23:24:31,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,2500,1.396608862,103.9053038,3,116.904767,21.38492778,2010-09-08,15,fully furnished,1 year,no,1,1,"5-ROOM @ NIL, ONLY $2500/month",Interested individuals can contact me!,2023-03-13 19:24:31,mixed,approval_letter.pdf
6454,1,2023-04-20 02:34:21,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,4-ROOM,3000,1.396608862,103.9053038,3,96.8690966,30.96962917,2010-12-03,9,fully furnished,flexible,yes,1,1,"4-ROOM @ NIL, ONLY $3000/month",Interested individuals can contact me!,2023-04-19 22:34:21,female,approval_letter.pdf
6455,1,2023-04-02 17:36:39,104B,EDGEFIELD PLAINS,NIL,822104,PUNGGOL,5-ROOM,3500,1.396608862,103.9053038,3,116.5077954,30.04090831,2010-03-04,14,fully furnished,short term,yes,1,1,"5-ROOM @ NIL, ONLY $3500/month",Interested individuals can contact me!,2023-04-02 13:36:39,male,approval_letter.pdf
6456,1,2021-04-10 20:29:32,264B,COMPASSVALE BOW,THE CORIS,542264,SENGKANG,4-ROOM,2300,1.3812863,103.8965434,3,98.71872107,23.29851902,2005-09-17,11,not furnished,2 years,yes,1,1,"4-ROOM @ THE CORIS, ONLY $2300/month",Interested individuals can contact me!,2021-04-10 16:29:32,male,approval_letter.pdf
6457,1,2022-10-09 02:03:52,264B,COMPASSVALE BOW,THE CORIS,542264,SENGKANG,4-ROOM,3900,1.3812863,103.8965434,3,101.3448527,38.4824675,2005-03-13,10,partially furnished,2 years,yes,1,1,"4-ROOM @ THE CORIS, ONLY $3900/month",Interested individuals can contact me!,2022-10-08 22:03:52,female,approval_letter.pdf
6458,1,2023-01-11 07:44:14,264B,COMPASSVALE BOW,THE CORIS,542264,SENGKANG,4-ROOM,3800,1.3812863,103.8965434,3,98.70412145,38.49889897,2005-09-27,12,partially furnished,1 year,yes,1,1,"4-ROOM @ THE CORIS, ONLY $3800/month",Interested individuals can contact me!,2023-01-11 03:44:14,male,approval_letter.pdf
6459,1,2023-03-19 17:42:20,264B,COMPASSVALE BOW,THE CORIS,542264,SENGKANG,4-ROOM,3100,1.3812863,103.8965434,3,93.26470388,33.23872667,2005-05-24,2,not furnished,3 years,yes,1,1,"4-ROOM @ THE CORIS, ONLY $3100/month",Interested individuals can contact me!,2023-03-19 13:42:20,male,approval_letter.pdf
6460,1,2021-04-12 06:01:53,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2100,1.396837235,103.9072482,3,116.2087514,18.07092818,2019-03-07,6,partially furnished,1 year,yes,1,1,"5-ROOM @ NIL, ONLY $2100/month",Interested individuals can contact me!,2021-04-12 02:01:53,male,approval_letter.pdf
6461,1,2021-08-25 22:36:40,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2000,1.396837235,103.9072482,3,126.3109839,15.83393573,2019-04-25,15,partially furnished,flexible,yes,1,1,"5-ROOM @ NIL, ONLY $2000/month",Interested individuals can contact me!,2021-08-25 18:36:40,male,approval_letter.pdf
6462,1,2021-10-17 23:24:35,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2400,1.396837235,103.9072482,3,122.8648295,19.53366159,2019-07-13,6,partially furnished,short term,yes,1,1,"5-ROOM @ NIL, ONLY $2400/month",Interested individuals can contact me!,2021-10-17 19:24:35,mixed,approval_letter.pdf
6463,1,2021-11-07 06:13:41,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,1900,1.396837235,103.9072482,3,121.078036,15.69235894,2019-09-22,11,fully furnished,2 years,yes,1,1,"5-ROOM @ NIL, ONLY $1900/month",Interested individuals can contact me!,2021-11-07 02:13:41,mixed,approval_letter.pdf
6464,1,2021-12-12 17:22:14,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2100,1.396837235,103.9072482,3,115.4063227,18.19657667,2019-12-14,2,not furnished,3 years,yes,1,1,"5-ROOM @ NIL, ONLY $2100/month",Interested individuals can contact me!,2021-12-12 13:22:14,male,approval_letter.pdf
6465,1,2022-01-01 06:39:19,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2800,1.396837235,103.9072482,3,118.5913106,23.61049882,2019-08-03,15,not furnished,1 year,no,1,1,"5-ROOM @ NIL, ONLY $2800/month",Interested individuals can contact me!,2022-01-01 02:39:19,male,approval_letter.pdf
6466,1,2022-01-18 13:18:20,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2050,1.396837235,103.9072482,3,121.2476406,16.9075455,2019-08-01,8,not furnished,flexible,no,1,1,"5-ROOM @ NIL, ONLY $2050/month",Interested individuals can contact me!,2022-01-18 09:18:20,male,approval_letter.pdf
6467,1,2022-06-03 11:42:35,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2700,1.396837235,103.9072482,3,124.4064735,21.70305068,2019-10-06,11,partially furnished,2 years,no,1,1,"5-ROOM @ NIL, ONLY $2700/month",Interested individuals can contact me!,2022-06-03 07:42:35,female,approval_letter.pdf
6468,1,2022-07-06 07:27:28,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,2300,1.396837235,103.9072482,3,116.8692643,19.6801102,2019-01-25,8,not furnished,short term,yes,1,1,"5-ROOM @ NIL, ONLY $2300/month",Interested individuals can contact me!,2022-07-06 03:27:28,female,approval_letter.pdf
6469,1,2023-01-01 19:04:52,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,3300,1.396837235,103.9072482,3,122.6192186,26.91258383,2019-02-17,7,fully furnished,2 years,no,1,1,"5-ROOM @ NIL, ONLY $3300/month",Interested individuals can contact me!,2023-01-01 15:04:52,mixed,approval_letter.pdf
6470,1,2023-04-09 23:43:02,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,3250,1.396837235,103.9072482,3,117.8603094,27.5750167,2019-12-24,15,not furnished,2 years,yes,1,1,"5-ROOM @ NIL, ONLY $3250/month",Interested individuals can contact me!,2023-04-09 19:43:02,mixed,approval_letter.pdf
6471,1,2023-05-06 12:18:38,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,3600,1.396837235,103.9072482,3,112.8152216,31.9105875,2019-10-01,6,not furnished,short term,yes,1,1,"5-ROOM @ NIL, ONLY $3600/month",Interested individuals can contact me!,2023-05-06 08:18:38,male,approval_letter.pdf
6472,1,2023-06-11 05:41:24,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,3400,1.396837235,103.9072482,3,118.5900949,28.67018534,2019-02-24,6,partially furnished,3 years,no,1,1,"5-ROOM @ NIL, ONLY $3400/month",Interested individuals can contact me!,2023-06-11 01:41:24,mixed,approval_letter.pdf
6473,1,2023-06-27 11:04:01,107B,EDGEFIELD PLAINS,NIL,822107,PUNGGOL,5-ROOM,3400,1.396837235,103.9072482,3,115.7045875,29.38517887,2019-03-05,8,not furnished,flexible,yes,1,1,"5-ROOM @ NIL, ONLY $3400/month",Interested individuals can contact me!,2023-06-27 07:04:01,male,approval_letter.pdf
6474,1,2021-04-08 18:48:07,432B,SENGKANG WEST WAY,FERNVALE PALMS,792432,SENGKANG,4-ROOM,2250,1.393972329,103.8771353,3,102.8033623,21.88644369,1998-04-23,13,partially furnished,1 year,yes,1,1,"4-ROOM @ FERNVALE PALMS, ONLY $2250/month",Interested individuals can contact me!,2021-04-08 14:48:07,male,approval_letter.pdf
6475,1,2021-10-06 14:57:08,432B,SENGKANG WEST WAY,FERNVALE PALMS,792432,SENGKANG,3-ROOM,2300,1.393972329,103.8771353,2,63.01617266,36.498567,1998-11-24,11,partially furnished,short term,no,1,1,"3-ROOM @ FERNVALE PALMS, ONLY $2300/month",Interested individuals can contact me!,2021-10-06 10:57:08,male,approval_letter.pdf
6476,1,2022-10-13 02:18:05,432B,SENGKANG WEST WAY,FERNVALE PALMS,792432,SENGKANG,4-ROOM,2900,1.393972329,103.8771353,3,98.8722654,29.33077328,1998-02-23,12,partially furnished,1 year,no,1,1,"4-ROOM @ FERNVALE PALMS, ONLY $2900/month",Interested individuals can contact me!,2022-10-12 22:18:05,mixed,approval_letter.pdf
6477,1,2021-04-25 18:18:11,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,2050,1.387448623,103.7638472,3,125.6250142,16.31840611,1976-04-04,5,not furnished,2 years,no,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $2050/month",Interested individuals can contact me!,2021-04-25 14:18:11,male,approval_letter.pdf
6478,1,2021-05-01 15:43:52,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,2400,1.387448623,103.7638472,3,119.0343435,20.16224839,1976-01-13,14,not furnished,2 years,no,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $2400/month",Interested individuals can contact me!,2021-05-01 11:43:52,mixed,approval_letter.pdf
6479,1,2021-11-24 17:59:07,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,EXECUTIVE,2000,1.387448623,103.7638472,3,151.6985379,13.18404269,1976-05-23,14,partially furnished,short term,no,1,1,"EXECUTIVE @ HDB-BUKIT PANJANG, ONLY $2000/month",Interested individuals can contact me!,2021-11-24 13:59:07,male,approval_letter.pdf
6480,1,2021-11-11 00:35:06,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,EXECUTIVE,2450,1.387448623,103.7638472,3,148.643713,16.48236545,1976-03-28,14,partially furnished,flexible,no,1,1,"EXECUTIVE @ HDB-BUKIT PANJANG, ONLY $2450/month",Interested individuals can contact me!,2021-11-10 20:35:06,mixed,approval_letter.pdf
6481,1,2021-12-23 20:16:20,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,1900,1.387448623,103.7638472,3,118.6833109,16.00899053,1976-06-17,10,not furnished,1 year,yes,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $1900/month",Interested individuals can contact me!,2021-12-23 16:16:20,female,approval_letter.pdf
6482,1,2022-03-05 10:07:34,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,3000,1.387448623,103.7638472,3,121.8108128,24.62835548,1976-08-11,2,fully furnished,short term,yes,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $3000/month",Interested individuals can contact me!,2022-03-05 06:07:34,mixed,approval_letter.pdf
6483,1,2022-07-07 17:09:10,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,EXECUTIVE,1900,1.387448623,103.7638472,3,148.9796509,12.7534196,1976-09-08,13,partially furnished,2 years,no,1,1,"EXECUTIVE @ HDB-BUKIT PANJANG, ONLY $1900/month",Interested individuals can contact me!,2022-07-07 13:09:10,male,approval_letter.pdf
6484,1,2022-08-14 15:00:25,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,2800,1.387448623,103.7638472,3,119.577376,23.41580067,1976-04-23,3,fully furnished,2 years,yes,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $2800/month",Interested individuals can contact me!,2022-08-14 11:00:25,male,approval_letter.pdf
6485,1,2022-09-01 22:37:24,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,3200,1.387448623,103.7638472,3,121.6774611,26.29903658,1976-02-22,13,partially furnished,short term,yes,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $3200/month",Interested individuals can contact me!,2022-09-01 18:37:24,male,approval_letter.pdf
6486,1,2022-10-18 15:16:03,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,1900,1.387448623,103.7638472,3,118.7002986,16.00669942,1976-08-25,5,partially furnished,short term,no,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $1900/month",Interested individuals can contact me!,2022-10-18 11:16:03,mixed,approval_letter.pdf
6487,1,2022-12-17 07:40:15,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,EXECUTIVE,2700,1.387448623,103.7638472,3,143.4004389,18.82839425,1976-02-14,15,partially furnished,2 years,no,1,1,"EXECUTIVE @ HDB-BUKIT PANJANG, ONLY $2700/month",Interested individuals can contact me!,2022-12-17 03:40:15,male,approval_letter.pdf
6488,1,2022-12-21 22:41:22,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,2100,1.387448623,103.7638472,3,124.386638,16.88284235,1976-05-10,5,partially furnished,flexible,yes,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $2100/month",Interested individuals can contact me!,2022-12-21 18:41:22,mixed,approval_letter.pdf
6489,1,2023-04-20 15:59:58,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,3100,1.387448623,103.7638472,3,124.2607728,24.94753518,1976-09-28,7,not furnished,2 years,yes,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $3100/month",Interested individuals can contact me!,2023-04-20 11:59:58,female,approval_letter.pdf
6490,1,2023-08-25 09:22:52,652,SENJA LINK,HDB-BUKIT PANJANG,670652,BUKIT PANJANG,5-ROOM,3550,1.387448623,103.7638472,3,121.4875269,29.22110682,1976-09-15,5,partially furnished,short term,no,1,1,"5-ROOM @ HDB-BUKIT PANJANG, ONLY $3550/month",Interested individuals can contact me!,2023-08-25 05:22:52,male,approval_letter.pdf
6491,1,2021-04-03 14:07:18,203B,PUNGGOL FIELD,NIL,822203,PUNGGOL,4-ROOM,1700,1.398048415,103.9034765,3,102.1799624,16.63731284,2023-01-26,14,partially furnished,3 years,no,1,1,"4-ROOM @ NIL, ONLY $1700/month",Interested individuals can contact me!,2021-04-03 10:07:18,female,approval_letter.pdf
6492,1,2021-04-23 12:47:34,203B,PUNGGOL FIELD,NIL,822203,PUNGGOL,5-ROOM,2000,1.398048415,103.9034765,3,118.8862918,16.82279739,2023-09-11,5,fully furnished,flexible,no,1,1,"5-ROOM @ NIL, ONLY $2000/month",Interested individuals can contact me!,2021-04-23 08:47:34,mixed,approval_letter.pdf
6493,1,2021-05-05 03:55:22,203B,PUNGGOL FIELD,NIL,822203,PUNGGOL,4-ROOM,1900,1.398048415,103.9034765,3,98.53690599,19.28211548,2023-01-10,10,fully furnished,3 years,yes,1,1,"4-ROOM @ NIL, ONLY $1900/month",Interested individuals can contact me!,2021-05-04 23:55:22,mixed,approval_letter.pdf
6494,1,2021-08-12 13:10:52,203B,PUNGGOL FIELD,NIL,822203,PUNGGOL,4-ROOM,1950,1.398048415,103.9034765,3,104.7892631,18.60877673,2023-05-11,8,partially furnished,short term,yes,1,1,"4-ROOM @ NIL, ONLY $1950/month",Interested individuals can contact me!,2021-08-12 09:10:52,female,approval_letter.pdf
6495,1,2021-09-17 22:25:25,203B,PUNGGOL FIELD,NIL,822203,PUNGGOL,4-ROOM,2000,1.398048415,103.9034765,3,101.0843272,19.78546086,2023-04-11,3,not furnished,2 years,no,1,1,"4-ROOM @ NIL, ONLY $2000/month",Interested individuals can contact me!,2021-09-17 18:25:25,male,approval_letter.pdf
