,property_id,rent_approval_date,town,block,street_name,flat_type,monthly_rent,postal,latitude,longitude,building,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing
8121,8122,2021-09-16,PUNGGOL,168C,PUNGGOL FIELD,4-ROOM,1850,823168,1.393903,103.913777,THE NAUTILUS @ PUNGGOL,3,101.944177,18.147186,1994,11,partially furnished,1 year,yes
8122,8123,2021-12-27,PUNGGOL,168C,PUNGGOL FIELD,4-ROOM,1900,823168,1.393903,103.913777,THE NAUTILUS @ PUNGGOL,3,99.463458,19.102493,1994,2,fully furnished,flexible,yes
8123,8124,2022-07-07,PUNGGOL,168C,PUNGGOL FIELD,4-ROOM,2100,823168,1.393903,103.913777,THE NAUTILUS @ PUNGGOL,3,102.115952,20.564857,1994,11,fully furnished,short term,yes
8124,8125,2021-09-28,CHOA CHU KANG,109,TECK WHYE LANE,EXECUTIVE,2100,680109,1.37866,103.752078,HDB-CHOA CHU KANG,3,150.718788,13.933233,1978,15,partially furnished,1 year,yes
8125,8126,2022-11-18,CHOA CHU KANG,109,TECK WHYE LANE,EXECUTIVE,2500,680109,1.37866,103.752078,HDB-CHOA CHU KANG,3,144.918499,17.251076,1978,12,fully furnished,3 years,no
8126,8127,2023-05-18,CHOA CHU KANG,109,TECK WHYE LANE,EXECUTIVE,4500,680109,1.37866,103.752078,HDB-CHOA CHU KANG,3,146.915274,30.629899,1978,14,not furnished,2 years,no
8127,8128,2021-09-10,PUNGGOL,213B,PUNGGOL WALK,4-ROOM,2100,822213,1.40072,103.898485,PUNGGOL WAVES,3,97.34724,21.57226,1989,3,fully furnished,3 years,no
8128,8129,2021-12-01,PUNGGOL,213B,PUNGGOL WALK,5-ROOM,1950,822213,1.40072,103.898485,PUNGGOL WAVES,3,119.912659,16.261836,1989,5,fully furnished,2 years,yes
8129,8130,2022-06-14,PUNGGOL,213B,PUNGGOL WALK,5-ROOM,3000,822213,1.40072,103.898485,PUNGGOL WAVES,3,121.13044,24.76669,1989,15,fully furnished,flexible,no
8130,8131,2023-01-11,PUNGGOL,213B,PUNGGOL WALK,5-ROOM,4000,822213,1.40072,103.898485,PUNGGOL WAVES,3,118.824167,33.663186,1989,9,fully furnished,short term,yes
8131,8132,2023-05-28,PUNGGOL,213B,PUNGGOL WALK,5-ROOM,3700,822213,1.40072,103.898485,PUNGGOL WAVES,3,115.567922,32.015804,1989,14,fully furnished,short term,yes
8132,8133,2021-09-23,SEMBAWANG,590A,MONTREAL LINK,2-ROOM,1400,751590,1.450356,103.826655,MONTREAL DALE,1,35.662969,39.256406,1973,14,fully furnished,2 years,yes
8133,8134,2021-10-19,SEMBAWANG,590A,MONTREAL LINK,3-ROOM,1900,751590,1.450356,103.826655,MONTREAL DALE,2,63.205388,30.060729,1973,8,not furnished,1 year,yes
8134,8135,2022-01-18,SEMBAWANG,590A,MONTREAL LINK,3-ROOM,2300,751590,1.450356,103.826655,MONTREAL DALE,2,62.651492,36.711017,1973,11,fully furnished,short term,no
8135,8136,2022-08-15,SEMBAWANG,590A,MONTREAL LINK,2-ROOM,1600,751590,1.450356,103.826655,MONTREAL DALE,1,45.94008,34.827976,1973,2,not furnished,1 year,yes
8136,8137,2022-12-24,SEMBAWANG,590A,MONTREAL LINK,2-ROOM,2600,751590,1.450356,103.826655,MONTREAL DALE,1,35.923294,72.376436,1973,5,partially furnished,1 year,yes
8137,8138,2023-06-25,SEMBAWANG,590A,MONTREAL LINK,2-ROOM,2000,751590,1.450356,103.826655,MONTREAL DALE,1,45.654409,43.807379,1973,7,fully furnished,flexible,no
8138,8139,2023-06-19,SEMBAWANG,590A,MONTREAL LINK,2-ROOM,1900,751590,1.450356,103.826655,MONTREAL DALE,1,35.713575,53.201058,1973,4,not furnished,2 years,no
8139,8140,2023-08-28,SEMBAWANG,590A,MONTREAL LINK,2-ROOM,1900,751590,1.450356,103.826655,MONTREAL DALE,1,37.158899,51.131763,1973,2,partially furnished,short term,yes
8140,8141,2021-09-18,PUNGGOL,105B,EDGEFIELD PLAINS,5-ROOM,2000,822105,1.397206,103.906002,NIL,3,119.912406,16.678841,2018,8,fully furnished,3 years,no
8141,8142,2021-11-16,PUNGGOL,105B,EDGEFIELD PLAINS,5-ROOM,2350,822105,1.397206,103.906002,NIL,3,117.35539,20.024645,2018,8,partially furnished,2 years,no
8142,8143,2021-11-14,PUNGGOL,105B,EDGEFIELD PLAINS,5-ROOM,1900,822105,1.397206,103.906002,NIL,3,119.298087,15.926492,2018,8,partially furnished,short term,no
8143,8144,2022-01-27,PUNGGOL,105B,EDGEFIELD PLAINS,5-ROOM,2200,822105,1.397206,103.906002,NIL,3,120.370949,18.276835,2018,6,not furnished,2 years,no
8144,8145,2023-04-28,PUNGGOL,105B,EDGEFIELD PLAINS,5-ROOM,3200,822105,1.397206,103.906002,NIL,3,123.479756,25.915179,2018,14,fully furnished,3 years,no
8145,8146,2023-07-21,PUNGGOL,105B,EDGEFIELD PLAINS,5-ROOM,3000,822105,1.397206,103.906002,NIL,3,112.80005,26.595733,2018,6,fully furnished,3 years,yes
8146,8147,2021-09-06,PUNGGOL,213C,PUNGGOL WALK,4-ROOM,1750,823213,1.400598,103.89892,PUNGGOL WAVES,3,97.477786,17.952808,1998,9,fully furnished,short term,no
8147,8148,2022-04-03,PUNGGOL,213C,PUNGGOL WALK,4-ROOM,2200,823213,1.400598,103.89892,PUNGGOL WAVES,3,100.444833,21.90257,1998,15,partially furnished,flexible,no
8148,8149,2022-12-16,PUNGGOL,213C,PUNGGOL WALK,5-ROOM,3500,823213,1.400598,103.89892,PUNGGOL WAVES,3,122.087345,28.668,1998,3,fully furnished,2 years,no
8149,8150,2023-03-24,PUNGGOL,213C,PUNGGOL WALK,5-ROOM,3200,823213,1.400598,103.89892,PUNGGOL WAVES,3,122.955244,26.02573,1998,12,fully furnished,3 years,no
8150,8151,2021-09-03,PUNGGOL,260B,PUNGGOL WAY,4-ROOM,2200,822260,1.404885,103.896351,PUNGGOL TOPAZ,3,94.665016,23.239842,1993,10,not furnished,2 years,no
8151,8152,2021-09-28,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,1850,821212,1.399961,103.898984,PUNGGOL WAVES,2,62.577675,29.563259,2003,7,partially furnished,3 years,yes
8152,8153,2021-10-11,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,1900,821212,1.399961,103.898984,PUNGGOL WAVES,2,61.948493,30.670641,2003,9,fully furnished,3 years,yes
8153,8154,2021-11-21,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,1600,821212,1.399961,103.898984,PUNGGOL WAVES,2,62.59416,25.56149,2003,6,not furnished,1 year,yes
8154,8155,2021-11-14,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,2150,821212,1.399961,103.898984,PUNGGOL WAVES,2,62.97241,34.141936,2003,15,not furnished,1 year,no
8155,8156,2022-07-05,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,3200,821212,1.399961,103.898984,PUNGGOL WAVES,2,63.878795,50.094871,2003,10,partially furnished,3 years,yes
8156,8157,2022-11-01,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,2400,821212,1.399961,103.898984,PUNGGOL WAVES,2,63.011733,38.088144,2003,4,not furnished,1 year,yes
8157,8158,2022-11-22,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,3200,821212,1.399961,103.898984,PUNGGOL WAVES,2,61.713892,51.852182,2003,9,not furnished,2 years,yes
8158,8159,2023-04-02,PUNGGOL,212A,PUNGGOL WALK,3-ROOM,2700,821212,1.399961,103.898984,PUNGGOL WAVES,2,62.804632,42.99046,2003,5,partially furnished,flexible,yes
8159,8160,2021-09-10,PUNGGOL,226C,SUMANG LANE,5-ROOM,2700,823226,1.402581,103.894017,THE VERANDAH @ MATILDA,3,120.403166,22.424659,1982,4,not furnished,short term,yes
8160,8161,2022-09-15,PUNGGOL,226C,SUMANG LANE,5-ROOM,3400,823226,1.402581,103.894017,THE VERANDAH @ MATILDA,3,118.534578,28.683613,1982,13,fully furnished,1 year,no
8161,8162,2022-12-03,PUNGGOL,226C,SUMANG LANE,5-ROOM,4250,823226,1.402581,103.894017,THE VERANDAH @ MATILDA,3,116.842707,36.373686,1982,10,not furnished,3 years,yes
8162,8163,2021-09-20,SEMBAWANG,590C,MONTREAL LINK,4-ROOM,2700,753590,1.449943,103.826721,MONTREAL DALE,3,103.466054,26.095515,1976,11,partially furnished,3 years,no
8163,8164,2021-12-27,SEMBAWANG,590C,MONTREAL LINK,4-ROOM,2700,753590,1.449943,103.826721,MONTREAL DALE,3,99.967987,27.008646,1976,2,partially furnished,3 years,no
8164,8165,2022-10-27,SEMBAWANG,590C,MONTREAL LINK,4-ROOM,2800,753590,1.449943,103.826721,MONTREAL DALE,3,102.471687,27.324621,1976,14,partially furnished,3 years,yes
8165,8166,2022-12-07,SEMBAWANG,590C,MONTREAL LINK,4-ROOM,3800,753590,1.449943,103.826721,MONTREAL DALE,3,95.210814,39.911433,1976,9,not furnished,2 years,no
8166,8167,2023-08-17,SEMBAWANG,590C,MONTREAL LINK,4-ROOM,3400,753590,1.449943,103.826721,MONTREAL DALE,3,99.679847,34.109202,1976,6,not furnished,1 year,no
8167,8168,2021-09-19,PUNGGOL,661B,EDGEDALE PLAINS,4-ROOM,2300,822661,1.402486,103.916751,WATERWAY SUNDEW,3,104.711861,21.965038,1978,2,partially furnished,short term,no
8168,8169,2021-12-05,PUNGGOL,661B,EDGEDALE PLAINS,5-ROOM,3000,822661,1.402486,103.916751,WATERWAY SUNDEW,3,122.761918,24.437546,1978,11,not furnished,flexible,yes
8169,8170,2022-07-19,PUNGGOL,661B,EDGEDALE PLAINS,4-ROOM,2600,822661,1.402486,103.916751,WATERWAY SUNDEW,3,93.687987,27.75169,1978,8,partially furnished,3 years,yes
8170,8171,2023-02-17,PUNGGOL,661B,EDGEDALE PLAINS,4-ROOM,4000,822661,1.402486,103.916751,WATERWAY SUNDEW,3,101.246332,39.507604,1978,4,fully furnished,3 years,no
8171,8172,2023-08-04,PUNGGOL,661B,EDGEDALE PLAINS,4-ROOM,3350,822661,1.402486,103.916751,WATERWAY SUNDEW,3,96.719618,34.6362,1978,3,fully furnished,short term,no
8172,8173,2021-09-08,BEDOK,764,BEDOK RESERVOIR VIEW,4-ROOM,2350,470764,1.335872,103.935401,LONGVALE,3,98.878955,23.766432,1997,14,not furnished,1 year,no
8173,8174,2022-03-26,BEDOK,764,BEDOK RESERVOIR VIEW,4-ROOM,2500,470764,1.335872,103.935401,LONGVALE,3,98.223163,25.452245,1997,15,not furnished,flexible,yes
8174,8175,2021-09-28,WOODLANDS,743,WOODLANDS CIRCLE,4-ROOM,1850,730743,1.443734,103.796312,HDB-WOODLANDS,3,100.209214,18.461376,1986,6,fully furnished,flexible,yes
8175,8176,2022-04-18,WOODLANDS,743,WOODLANDS CIRCLE,4-ROOM,2000,730743,1.443734,103.796312,HDB-WOODLANDS,3,101.666379,19.672187,1986,14,not furnished,2 years,no
8176,8177,2022-06-21,WOODLANDS,743,WOODLANDS CIRCLE,4-ROOM,2000,730743,1.443734,103.796312,HDB-WOODLANDS,3,100.8119,19.838928,1986,11,fully furnished,3 years,no
8177,8178,2022-08-25,WOODLANDS,743,WOODLANDS CIRCLE,4-ROOM,2250,730743,1.443734,103.796312,HDB-WOODLANDS,3,103.61819,21.714334,1986,13,not furnished,2 years,yes
8178,8179,2023-04-02,WOODLANDS,743,WOODLANDS CIRCLE,4-ROOM,2000,730743,1.443734,103.796312,HDB-WOODLANDS,3,104.4702,19.144215,1986,11,partially furnished,short term,no
8179,8180,2023-05-21,WOODLANDS,743,WOODLANDS CIRCLE,4-ROOM,3700,730743,1.443734,103.796312,HDB-WOODLANDS,3,104.702195,35.338323,1986,14,partially furnished,3 years,yes
8180,8181,2021-09-25,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,1700,824106,1.397626,103.907358,HDB-PUNGGOL,3,119.708949,14.20111,2004,8,partially furnished,3 years,no
8181,8182,2021-11-28,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,2600,824106,1.397626,103.907358,HDB-PUNGGOL,3,118.070494,22.020743,2004,4,partially furnished,1 year,yes
8182,8183,2021-12-15,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,1800,824106,1.397626,103.907358,HDB-PUNGGOL,3,115.726166,15.553959,2004,12,partially furnished,2 years,yes
8183,8184,2022-01-03,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,2000,824106,1.397626,103.907358,HDB-PUNGGOL,3,120.271683,16.629018,2004,10,partially furnished,2 years,no
8184,8185,2022-02-28,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,2400,824106,1.397626,103.907358,HDB-PUNGGOL,3,119.653675,20.057888,2004,3,fully furnished,3 years,yes
8185,8186,2022-08-14,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,2000,824106,1.397626,103.907358,HDB-PUNGGOL,3,122.441215,16.334369,2004,4,not furnished,2 years,yes
8186,8187,2022-10-09,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,2600,824106,1.397626,103.907358,HDB-PUNGGOL,3,117.390384,22.148322,2004,9,not furnished,short term,no
8187,8188,2022-11-17,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,3680,824106,1.397626,103.907358,HDB-PUNGGOL,3,118.975019,30.930863,2004,2,partially furnished,2 years,no
8188,8189,2023-02-23,PUNGGOL,106D,PUNGGOL FIELD,5-ROOM,2500,824106,1.397626,103.907358,HDB-PUNGGOL,3,120.878063,20.681999,2004,4,fully furnished,flexible,yes
8189,8190,2021-09-10,HOUGANG,991A,BUANGKOK LINK,2-ROOM,500,531991,1.384308,103.882226,BUANGKOK SQUARE,1,46.316873,10.795202,1974,11,not furnished,flexible,no
8190,8191,2023-07-08,HOUGANG,991A,BUANGKOK LINK,2-ROOM,2500,531991,1.384308,103.882226,BUANGKOK SQUARE,1,45.572724,54.857374,1974,8,not furnished,short term,no
8191,8192,2023-08-27,HOUGANG,991A,BUANGKOK LINK,2-ROOM,2500,531991,1.384308,103.882226,BUANGKOK SQUARE,1,36.123776,69.206497,1974,3,fully furnished,3 years,yes
8192,8193,2021-09-14,CHOA CHU KANG,144,TECK WHYE LANE,5-ROOM,2200,680144,1.380828,103.752477,HDB-CHOA CHU KANG,3,118.476759,18.569043,2022,8,fully furnished,short term,yes
8193,8194,2022-01-13,CHOA CHU KANG,144,TECK WHYE LANE,4-ROOM,1350,680144,1.380828,103.752477,HDB-CHOA CHU KANG,3,100.80071,13.392763,2022,4,partially furnished,short term,no
8194,8195,2021-09-14,PUNGGOL,661C,EDGEDALE PLAINS,4-ROOM,2650,823661,1.402072,103.91748,WATERWAY SUNDEW,3,98.138462,27.002665,1980,4,not furnished,2 years,yes
8195,8196,2022-10-22,PUNGGOL,661C,EDGEDALE PLAINS,4-ROOM,3600,823661,1.402072,103.91748,WATERWAY SUNDEW,3,99.315314,36.248186,1980,3,not furnished,3 years,yes
8196,8197,2021-09-27,SENGKANG,468B,FERNVALE LINK,5-ROOM,2800,792468,1.397455,103.87801,FERNVALE LEA,3,119.364692,23.457523,2020,6,partially furnished,1 year,no
8197,8198,2022-06-21,SENGKANG,468B,FERNVALE LINK,4-ROOM,3100,792468,1.397455,103.87801,FERNVALE LEA,3,99.320957,31.211942,2020,13,partially furnished,1 year,yes
8198,8199,2022-10-21,SENGKANG,468B,FERNVALE LINK,5-ROOM,3100,792468,1.397455,103.87801,FERNVALE LEA,3,126.08333,24.586914,2020,10,partially furnished,short term,yes
8199,8200,2021-09-22,SENGKANG,264D,COMPASSVALE BOW,4-ROOM,2200,544264,1.381545,103.895943,THE CORIS,3,95.688104,22.991364,2022,3,partially furnished,short term,no
8200,8201,2021-10-04,SENGKANG,264D,COMPASSVALE BOW,4-ROOM,1900,544264,1.381545,103.895943,THE CORIS,3,92.179791,20.611893,2022,13,partially furnished,flexible,yes
8201,8202,2022-06-25,SENGKANG,264D,COMPASSVALE BOW,4-ROOM,2000,544264,1.381545,103.895943,THE CORIS,3,99.37706,20.125369,2022,15,not furnished,flexible,no
8202,8203,2023-02-26,SENGKANG,264D,COMPASSVALE BOW,4-ROOM,2000,544264,1.381545,103.895943,THE CORIS,3,98.896253,20.223213,2022,4,fully furnished,short term,yes
8203,8204,2021-09-27,PUNGGOL,217A,SUMANG WALK,4-ROOM,2600,821217,1.402986,103.895021,MATILDA PORTICO,3,101.582883,25.594863,1986,9,not furnished,flexible,yes
8204,8205,2021-10-24,PUNGGOL,217A,SUMANG WALK,4-ROOM,1800,821217,1.402986,103.895021,MATILDA PORTICO,3,99.108309,18.161949,1986,9,fully furnished,flexible,no
8205,8206,2021-12-16,PUNGGOL,217A,SUMANG WALK,4-ROOM,2600,821217,1.402986,103.895021,MATILDA PORTICO,3,101.956547,25.50106,1986,14,not furnished,3 years,yes
8206,8207,2022-01-06,PUNGGOL,217A,SUMANG WALK,4-ROOM,2300,821217,1.402986,103.895021,MATILDA PORTICO,3,95.840419,23.998226,1986,11,partially furnished,1 year,no
8207,8208,2021-09-11,TOA PAYOH,242,KIM KEAT LINK,5-ROOM,2450,310242,1.329858,103.855821,HDB-TOA PAYOH,3,114.704799,21.359176,2007,11,partially furnished,2 years,yes
8208,8209,2021-10-05,TOA PAYOH,242,KIM KEAT LINK,4-ROOM,1500,310242,1.329858,103.855821,HDB-TOA PAYOH,3,98.377132,15.247446,2007,3,fully furnished,short term,yes
8209,8210,2021-11-14,TOA PAYOH,242,KIM KEAT LINK,4-ROOM,2400,310242,1.329858,103.855821,HDB-TOA PAYOH,3,102.032453,23.521928,2007,4,not furnished,3 years,no
8210,8211,2022-06-21,TOA PAYOH,242,KIM KEAT LINK,5-ROOM,2750,310242,1.329858,103.855821,HDB-TOA PAYOH,3,120.95153,22.73638,2007,11,fully furnished,3 years,no
8211,8212,2022-06-27,TOA PAYOH,242,KIM KEAT LINK,4-ROOM,4000,310242,1.329858,103.855821,HDB-TOA PAYOH,3,100.248928,39.900676,2007,14,partially furnished,short term,no
8212,8213,2022-10-02,TOA PAYOH,242,KIM KEAT LINK,4-ROOM,3000,310242,1.329858,103.855821,HDB-TOA PAYOH,3,98.700953,30.394843,2007,5,fully furnished,1 year,no
8213,8214,2021-09-18,PUNGGOL,272C,PUNGGOL WALK,5-ROOM,2950,823272,1.402857,103.900067,PUNGGOL RESIDENCES,3,117.134163,25.184796,1994,7,partially furnished,3 years,yes
8214,8215,2021-10-25,PUNGGOL,272C,PUNGGOL WALK,5-ROOM,2550,823272,1.402857,103.900067,PUNGGOL RESIDENCES,3,114.817407,22.209176,1994,7,not furnished,2 years,no
8215,8216,2021-11-13,PUNGGOL,272C,PUNGGOL WALK,4-ROOM,2000,823272,1.402857,103.900067,PUNGGOL RESIDENCES,3,99.962832,20.007436,1994,15,fully furnished,3 years,no
8216,8217,2022-10-03,PUNGGOL,272C,PUNGGOL WALK,5-ROOM,3300,823272,1.402857,103.900067,PUNGGOL RESIDENCES,3,118.560936,27.833788,1994,5,partially furnished,flexible,no
8217,8218,2022-10-06,PUNGGOL,272C,PUNGGOL WALK,5-ROOM,2750,823272,1.402857,103.900067,PUNGGOL RESIDENCES,3,122.731908,22.406561,1994,11,fully furnished,flexible,no
8218,8219,2023-04-16,PUNGGOL,272C,PUNGGOL WALK,5-ROOM,4167,823272,1.402857,103.900067,PUNGGOL RESIDENCES,3,118.182507,35.259025,1994,9,fully furnished,2 years,no
8219,8220,2021-10-04,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,2650,821310,1.408701,103.901327,WATERWAY TERRACES II,3,105.359312,25.152025,1997,3,fully furnished,2 years,yes
8220,8221,2021-12-10,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3000,821310,1.408701,103.901327,WATERWAY TERRACES II,3,98.569363,30.43542,1997,3,partially furnished,flexible,yes
8221,8222,2022-01-22,PUNGGOL,310A,PUNGGOL WALK,5-ROOM,2600,821310,1.408701,103.901327,WATERWAY TERRACES II,3,121.943347,21.321376,1997,11,partially furnished,3 years,yes
8222,8223,2022-01-12,PUNGGOL,310A,PUNGGOL WALK,5-ROOM,2900,821310,1.408701,103.901327,WATERWAY TERRACES II,3,122.700424,23.6348,1997,14,fully furnished,3 years,yes
8223,8224,2022-03-24,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3500,821310,1.408701,103.901327,WATERWAY TERRACES II,3,102.895192,34.015195,1997,13,fully furnished,3 years,no
8224,8225,2022-03-22,PUNGGOL,310A,PUNGGOL WALK,5-ROOM,3600,821310,1.408701,103.901327,WATERWAY TERRACES II,3,118.664722,30.337576,1997,10,partially furnished,flexible,yes
8225,8226,2022-07-20,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3400,821310,1.408701,103.901327,WATERWAY TERRACES II,3,100.210799,33.928479,1997,9,partially furnished,flexible,no
8226,8227,2022-08-07,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,2388,821310,1.408701,103.901327,WATERWAY TERRACES II,3,105.176319,22.704731,1997,12,partially furnished,1 year,yes
8227,8228,2022-09-20,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3500,821310,1.408701,103.901327,WATERWAY TERRACES II,3,104.493806,33.494808,1997,8,fully furnished,1 year,yes
8228,8229,2022-09-01,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,2800,821310,1.408701,103.901327,WATERWAY TERRACES II,3,101.913778,27.474205,1997,11,not furnished,flexible,yes
8229,8230,2022-10-08,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3500,821310,1.408701,103.901327,WATERWAY TERRACES II,3,95.077131,36.812217,1997,6,not furnished,1 year,yes
8230,8231,2022-12-15,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3900,821310,1.408701,103.901327,WATERWAY TERRACES II,3,101.929696,38.261666,1997,7,partially furnished,1 year,no
8231,8232,2022-12-05,PUNGGOL,310A,PUNGGOL WALK,4-ROOM,3900,821310,1.408701,103.901327,WATERWAY TERRACES II,3,101.461933,38.438061,1997,6,partially furnished,2 years,no
8232,8233,2022-12-21,PUNGGOL,310A,PUNGGOL WALK,5-ROOM,3800,821310,1.408701,103.901327,WATERWAY TERRACES II,3,119.149118,31.892808,1997,2,partially furnished,flexible,no
8233,8234,2023-07-18,PUNGGOL,310A,PUNGGOL WALK,5-ROOM,4100,821310,1.408701,103.901327,WATERWAY TERRACES II,3,119.239748,34.384507,1997,5,partially furnished,3 years,no
8234,8235,2023-08-14,PUNGGOL,310A,PUNGGOL WALK,5-ROOM,4050,821310,1.408701,103.901327,WATERWAY TERRACES II,3,118.682485,34.124665,1997,10,not furnished,flexible,yes
8235,8236,2021-10-13,PUNGGOL,168B,PUNGGOL EAST,4-ROOM,2000,822168,1.394496,103.913979,THE SUNDIAL,3,100.146235,19.970796,2008,7,not furnished,2 years,no
8236,8237,2021-11-19,PUNGGOL,168B,PUNGGOL EAST,4-ROOM,1900,822168,1.394496,103.913979,THE SUNDIAL,3,102.25139,18.581654,2008,14,partially furnished,short term,no
8237,8238,2022-07-03,PUNGGOL,168B,PUNGGOL EAST,4-ROOM,2500,822168,1.394496,103.913979,THE SUNDIAL,3,97.552478,25.627232,2008,9,partially furnished,1 year,yes
8238,8239,2022-09-12,PUNGGOL,168B,PUNGGOL EAST,4-ROOM,2000,822168,1.394496,103.913979,THE SUNDIAL,3,96.73834,20.674326,2008,9,not furnished,2 years,yes
8239,8240,2022-11-24,PUNGGOL,168B,PUNGGOL EAST,4-ROOM,2600,822168,1.394496,103.913979,THE SUNDIAL,3,101.28462,25.670235,2008,10,fully furnished,3 years,yes
8240,8241,2023-08-10,PUNGGOL,168B,PUNGGOL EAST,4-ROOM,2700,822168,1.394496,103.913979,THE SUNDIAL,3,101.795949,26.523649,2008,13,fully furnished,3 years,yes
8241,8242,2021-10-27,PUNGGOL,316B,PUNGGOL WAY,4-ROOM,1400,822316,1.408947,103.897926,WATERWAY CASCADIA,3,99.585913,14.058213,1976,15,not furnished,flexible,yes
8242,8243,2023-02-11,PUNGGOL,316B,PUNGGOL WAY,4-ROOM,4200,822316,1.408947,103.897926,WATERWAY CASCADIA,3,103.506515,40.577156,1976,7,fully furnished,2 years,no
8243,8244,2021-10-01,WOODLANDS,745,WOODLANDS CIRCLE,5-ROOM,2000,730745,1.442158,103.795609,HDB-WOODLANDS,3,117.602163,17.00649,1983,14,not furnished,short term,no
8244,8245,2022-11-16,WOODLANDS,745,WOODLANDS CIRCLE,5-ROOM,2600,730745,1.442158,103.795609,HDB-WOODLANDS,3,120.788469,21.525234,1983,13,fully furnished,1 year,no
8245,8246,2022-12-17,WOODLANDS,745,WOODLANDS CIRCLE,5-ROOM,3700,730745,1.442158,103.795609,HDB-WOODLANDS,3,115.720728,31.973529,1983,10,fully furnished,short term,no
8246,8247,2021-10-16,SENGKANG,433A,SENGKANG WEST WAY,3-ROOM,2100,791433,1.394949,103.877567,FERNVALE PALMS,2,63.241913,33.205826,1990,15,not furnished,flexible,no
8247,8248,2021-12-14,SENGKANG,433A,SENGKANG WEST WAY,4-ROOM,2800,791433,1.394949,103.877567,FERNVALE PALMS,3,98.933378,28.301874,1990,10,fully furnished,3 years,yes
8248,8249,2022-06-20,SENGKANG,433A,SENGKANG WEST WAY,3-ROOM,1700,791433,1.394949,103.877567,FERNVALE PALMS,2,63.332914,26.842283,1990,6,fully furnished,flexible,no
8249,8250,2022-11-19,SENGKANG,433A,SENGKANG WEST WAY,3-ROOM,3050,791433,1.394949,103.877567,FERNVALE PALMS,2,62.924683,48.470645,1990,3,partially furnished,flexible,yes
8250,8251,2022-11-27,SENGKANG,433A,SENGKANG WEST WAY,3-ROOM,2900,791433,1.394949,103.877567,FERNVALE PALMS,2,63.154509,45.919128,1990,5,fully furnished,1 year,yes
8251,8252,2021-10-21,SENGKANG,440C,FERNVALE LINK,4-ROOM,2200,793440,1.392543,103.878161,FERNVALE GARDENS,3,103.896238,21.174973,2005,7,fully furnished,2 years,no
8252,8253,2021-12-27,SENGKANG,440C,FERNVALE LINK,4-ROOM,2300,793440,1.392543,103.878161,FERNVALE GARDENS,3,102.031428,22.542074,2005,7,fully furnished,flexible,yes
8253,8254,2021-12-13,SENGKANG,440C,FERNVALE LINK,5-ROOM,2450,793440,1.392543,103.878161,FERNVALE GARDENS,3,125.783638,19.477891,2005,11,not furnished,1 year,no
8254,8255,2023-04-09,SENGKANG,440C,FERNVALE LINK,5-ROOM,4200,793440,1.392543,103.878161,FERNVALE GARDENS,3,117.794988,35.655167,2005,7,partially furnished,2 years,no
8255,8256,2023-05-16,SENGKANG,440C,FERNVALE LINK,4-ROOM,1500,793440,1.392543,103.878161,FERNVALE GARDENS,3,97.457839,15.391271,2005,5,fully furnished,2 years,yes
8256,8257,2023-08-07,SENGKANG,440C,FERNVALE LINK,5-ROOM,3100,793440,1.392543,103.878161,FERNVALE GARDENS,3,118.767845,26.101341,2005,7,not furnished,1 year,no
8257,8258,2021-10-16,SENGKANG,240,COMPASSVALE WALK,5-ROOM,2400,540240,1.390751,103.897947,COMPASSVALE PLAINS,3,120.693191,19.885132,2000,2,partially furnished,3 years,no
8258,8259,2021-10-25,SENGKANG,240,COMPASSVALE WALK,4-ROOM,2500,540240,1.390751,103.897947,COMPASSVALE PLAINS,3,101.982792,24.51394,2000,10,not furnished,3 years,no
8259,8260,2022-03-06,SENGKANG,240,COMPASSVALE WALK,4-ROOM,2000,540240,1.390751,103.897947,COMPASSVALE PLAINS,3,98.731143,20.257033,2000,10,partially furnished,3 years,yes
8260,8261,2022-06-16,SENGKANG,240,COMPASSVALE WALK,5-ROOM,3300,540240,1.390751,103.897947,COMPASSVALE PLAINS,3,115.835631,28.488644,2000,8,not furnished,flexible,no
